Year;Month;Region;Mean Mesozooplankton abundance #m^3;mean CCS mm
2005;9;WGoA;274.0952381;1.995926039
2006;3;Alaskan Shelf;45.12121212;4.154288281
2006;3;Bc shelf;112.7333333;3.470384615
2006;3;Cook Inlet;12.05555556;3.486
2006;3;N GoA;86.11111111;2.066692942
2006;3;NE Oceanic Pacific;22.7;4.833333333
2006;4;Alaskan Shelf;400.0666667;3.135171982
2006;4;Bc shelf;352.3333333;1.73641099
2006;4;Cook Inlet;349.3030303;3.477347525
2006;4;N GoA;48.25;6.313282461
2006;4;NE Oceanic Pacific;162.4166667;3.354545965
2006;5;Aleutian shelf;380.9444444;2.651703447
2006;5;Bc shelf;47.76190476;2.117401961
2006;5;NE Oceanic Pacific;229.875;4.583666458
2006;5;WGoA;392.7142857;3.179785243
2006;6;N GoA;12.83333333;5.965116279
2006;6;NE Oceanic Pacific;118.3333333;1.560909091
2006;7;Alaskan Shelf;118.9333333;1.439201957
2006;7;Aleutian shelf;107.2777778;3.665820724
2006;7;Bc shelf;90.8;1.77662037
2006;7;Bering Sea;92.24242424;5.564894821
2006;7;Cook Inlet;122.8484848;1.524057955
2006;7;N GoA;37.66666667;3.52745098
2006;7;NE Oceanic Pacific;101.9733333;2.613218486
2006;7;WGoA;98.23809524;4.322834549
2006;8;Alaskan Shelf;215;1.234
2006;8;N GoA;17.16666667;3.2367189
2006;8;NE Oceanic Pacific;83.16666667;2.547967172
2006;9;Alaskan Shelf;13.36666667;2.097432432
2006;9;Aleutian shelf;263.4444444;2.160197415
2006;9;Bc shelf;133.3333333;1.395075553
2006;9;Bering Sea;83.76666667;2.414633446
2006;9;Cook Inlet;68;1.79167709
2006;9;N GoA;61.77777778;1.888663465
2006;9;NE Oceanic Pacific;92.04444444;2.067208937
2006;9;WGoA;37.71428571;3.430909469
2006;10;Alaskan Shelf;33.66666667;1.542938763
2006;10;Bc shelf;41.08333333;1.269830508
2006;10;Cook Inlet;55.38888889;2.314260937
2006;10;NE Oceanic Pacific;64.9047619;1.549342034
2007;3;Aleutian shelf;32.94444444;2.90452381
2007;3;Bc shelf;2.666666667;4.775
2007;3;Bering Sea;10.90909091;3.197252747
2007;3;N GoA;19.88888889;5.418229338
2007;3;NE Oceanic Pacific;53.14285714;3.207401329
2007;4;Alaskan Shelf;17.48148148;5.024749282
2007;4;Bc shelf;26.46666667;2.453378528
2007;4;Cook Inlet;46.66666667;3.502258236
2007;4;N GoA;29.44444444;4.828747795
2007;4;NE Oceanic Pacific;22.88888889;4.152823161
2007;5;Bc shelf;144.2777778;1.786212451
2007;5;NE Oceanic Pacific;164.9866667;5.159713976
2007;5;WGoA;30.66666667;7.553571429
2007;6;Alaskan Shelf;234;3.393612964
2007;6;Aleutian shelf;69.61111111;6.098846445
2007;6;Bc shelf;11.46666667;3.944666667
2007;6;Bering Sea;248.7666667;4.179904855
2007;6;N GoA;0.666666667;
2007;6;NE Oceanic Pacific;33.90909091;3.385303161
2007;6;WGoA;68.6;5.227750677
2007;7;Bc shelf;3.4;2.05
2007;7;N GoA;73.16666667;5.213260959
2007;7;NE Oceanic Pacific;112.9487179;3.551866378
2007;8;Alaskan Shelf;123.3333333;1.764481569
2007;8;Cook Inlet;159.3888889;1.552779862
2007;8;NE Oceanic Pacific;0.037037037;
2007;9;Alaskan Shelf;299.2666667;1.448398025
2007;9;Bc shelf;198.6666667;2.142922009
2007;9;Cook Inlet;83;1.43
2007;9;N GoA;56.83333333;1.333597752
2007;9;NE Oceanic Pacific;191.5;1.828469797
2008;5;Aleutian shelf;114.1666667;4.423820484
2008;5;Bering Sea;454.1666667;3.897452473
2008;5;NE Oceanic Pacific;140.8717949;3.213241388
2008;5;WGoA;102.5238095;3.640897748
2008;6;Alaskan Shelf;162.2222222;2.129974844
2008;6;Bc shelf;199.3333333;1.273326524
2008;6;Cook Inlet;129.5333333;1.213301905
2008;6;N GoA;33.33333333;
2008;6;NE Oceanic Pacific;145.9;2.912479292
2008;7;Bc shelf;459;1.297639485
2008;7;Bering Sea;70.86666667;4.846768803
2008;7;NE Oceanic Pacific;104.6491228;4.478975368
2008;8;Bc shelf;206.0555556;1.250004903
2008;8;NE Oceanic Pacific;28.14285714;4.972511952
2008;9;Alaskan Shelf;123.0666667;1.250819971
2008;9;Aleutian shelf;115.1111111;3.082906071
2008;9;Bc shelf;184.75;1.997297493
2008;9;Cook Inlet;87.60606061;1.491476843
2008;9;N GoA;60.5;2.354706021
2008;9;NE Oceanic Pacific;151.0689655;3.958378068
2008;9;WGoA;72.52380952;2.267294729
2009;3;Alaskan Shelf;0.208333333;
2009;3;Bc shelf;118.6666667;2.409205359
2009;3;N GoA;3.916666667;6.1
2009;3;NE Oceanic Pacific;15.64102564;3.195999827
2009;4;Alaskan Shelf;4.208333333;7.5
2009;4;Bc shelf;127.2777778;1.444175298
2009;4;Cook Inlet;8.833333333;3.0555
2009;4;NE Oceanic Pacific;87.80555556;4.202431063
2009;5;Alaskan Shelf;252.0606061;3.026804958
2009;5;Aleutian shelf;21.94444444;4.177936472
2009;5;Bc shelf;490.7222222;1.347702864
2009;5;Bering Sea;50.66666667;5.670144142
2009;5;Cook Inlet;359.1666667;1.603668912
2009;5;N GoA;4.111111111;5.223333333
2009;5;NE Oceanic Pacific;120.2098765;4.193253533
2009;5;WGoA;75.41666667;6.305524294
2009;6;Alaskan Shelf;27.06060606;5.281175919
2009;6;Bc shelf;44.2962963;1.918086792
2009;6;Cook Inlet;39.16666667;3.078846154
2009;6;N GoA;34.25;4.79978962
2009;6;NE Oceanic Pacific;30;3.280775932
2009;7;Aleutian shelf;310.4444444;2.578546436
2009;7;Bering Sea;212.952381;2.667706471
2009;7;NE Oceanic Pacific;56.48888889;4.100654648
2009;7;WGoA;85;4.430477292
2009;8;Alaskan Shelf;111.4;1.828086843
2009;8;Aleutian shelf;1504.466667;2.775836727
2009;8;Bc shelf;109.6666667;1.359963267
2009;8;Cook Inlet;33.66666667;2.160333333
2009;8;N GoA;97.45833333;1.728113662
2009;8;NE Oceanic Pacific;249.4761905;1.425960781
2009;8;WGoA;3469;1.215973083
2009;9;Bering Sea;147.952381;1.59155891
2010;4;Bc shelf;376.7666667;1.664962428
2010;4;N GoA;25.46666667;2.619068736
2010;4;NE Oceanic Pacific;135.9533333;3.468371693
2010;5;Alaskan Shelf;496.4242424;2.113543913
2010;5;Aleutian shelf;353.9555556;3.059495916
2010;5;Bc shelf;173.4444444;2.061477293
2010;5;Bering Sea;108.8060606;4.235397444
2010;5;Cook Inlet;618.4;1.877888355
2010;5;N GoA;186.9555556;1.557376729
2010;5;NE Oceanic Pacific;409.3933333;2.803595021
2010;5;WGoA;124.7857143;4.029949378
2010;7;Alaskan Shelf;259.5166667;2.442819889
2010;7;Aleutian shelf;44.76;2.690878545
2010;7;Bc shelf;104.5833333;1.94587179
2010;7;Bering Sea;85.03333333;5.109626128
2010;7;N GoA;50.58333333;5.396895276
2010;7;NE Oceanic Pacific;65.788;3.624163315
2010;7;WGoA;53.35416667;4.707624818
2010;8;Bc shelf;64.44444444;2.194325267
2010;8;N GoA;20.16666667;3.213300654
2010;8;NE Oceanic Pacific;64.96969697;1.995598978
2010;9;Alaskan Shelf;21.75;2.063425926
2010;9;Aleutian shelf;3.333333333;
2010;9;Bc shelf;110.7722222;2.497349614
2010;9;Bering Sea;21.98787879;3.436385768
2010;9;Cook Inlet;57.77777778;2.43015873
2010;9;N GoA;37.83333333;2.535197368
2010;9;NE Oceanic Pacific;16.6;2.616533894
2011;4;Alaskan Shelf;47.72727273;4.465362152
2011;4;Aleutian shelf;49.58333333;4.444658296
2011;4;Bc shelf;211.2051282;2.932908754
2011;4;Bering Sea;12.5;4.681147635
2011;4;Cook Inlet;63.23333333;3.055260105
2011;4;N GoA;60.44444444;5.199036874
2011;4;NE Oceanic Pacific;69.19404762;4.362862275
2011;4;WGoA;135.8444444;3.280897768
2011;5;Alaskan Shelf;23.88;4.08014197
2011;5;Bc shelf;236.5555556;2.538532298
2011;5;Cook Inlet;108.3757576;2.617511458
2011;5;N GoA;27.41666667;6.002110577
2011;5;NE Oceanic Pacific;221.6666667;4.079749677
2011;6;Aleutian shelf;274.7333333;2.708523709
2011;6;Bc shelf;172.5757576;2.131999781
2011;6;Bering Sea;108.4636364;2.807338581
2011;6;N GoA;124.9166667;3.366261666
2011;6;NE Oceanic Pacific;109.3942529;4.36441484
2011;6;WGoA;60.54285714;5.657947557
2011;7;Alaskan Shelf;116.7916667;1.736895951
2011;7;Bc shelf;22.66666667;3.045754717
2011;7;N GoA;14.43333333;3.827445517
2011;7;NE Oceanic Pacific;53.36944444;2.553567377
2011;8;Alaskan Shelf;239.9393939;1.784662285
2011;8;Aleutian shelf;174.8777778;3.38644036
2011;8;Bc shelf;238.7818182;1.469519831
2011;8;Bering Sea;94.98333333;1.878106628
2011;8;Cook Inlet;57.25;2.05
2011;8;N GoA;25.66666667;3.460450949
2011;8;NE Oceanic Pacific;46.99655172;4.082075661
2011;8;WGoA;257.9857143;1.757550982
2011;9;Alaskan Shelf;225.3030303;1.416058955
2011;9;Bc shelf;100.0333333;1.583990446
2011;9;Cook Inlet;58;2.028671827
2011;9;N GoA;34;3.089403189
2011;9;NE Oceanic Pacific;70.82727273;2.169452353
2012;4;Alaskan Shelf;13.40740741;2.581839014
2012;4;Aleutian shelf;21.35714286;4.564828639
2012;4;Bc shelf;204.0466667;2.11383145
2012;4;Bering Sea;9.113333333;4.071534729
2012;4;Cook Inlet;4.381818182;2.3125
2012;4;N GoA;38.23333333;3.80572871
2012;4;NE Oceanic Pacific;62.62727273;4.090466671
2012;4;WGoA;17.11904762;5.376923068
2012;5;Alaskan Shelf;77.03666667;4.648428929
2012;5;Bc shelf;145.6511111;2.653430884
2012;5;Cook Inlet;192.85;3.127854664
2012;5;N GoA;41.51666667;5.251124595
2012;5;NE Oceanic Pacific;110.8037037;4.505527511
2012;6;Alaskan Shelf;65.11666667;3.878640917
2012;6;Aleutian shelf;92.96666667;5.101110801
2012;6;Bc shelf;191.7875;2.271195237
2012;6;Bering Sea;159.9030303;3.963307423
2012;6;Cook Inlet;103.2083333;3.575769533
2012;6;N GoA;204.3333333;4.041320455
2012;6;NE Oceanic Pacific;126.1666667;4.063988606
2012;6;WGoA;174.3714286;2.803977285
2012;7;Alaskan Shelf;160.9090909;3.875424886
2012;7;Bc shelf;232;1.699972885
2012;7;Cook Inlet;222.8888889;1.541403128
2012;7;N GoA;43.26666667;4.118191118
2012;7;NE Oceanic Pacific;128.5;5.072573607
2012;8;Bc shelf;596.8333333;3.758014508
2012;8;NE Oceanic Pacific;113;3.216058394
2012;9;Alaskan Shelf;180.0606061;1.710009852
2012;9;Bc shelf;265.0222222;1.580803561
2012;9;Cook Inlet;245.8;1.775629889
2012;9;N GoA;87.55555556;3.033978495
2012;9;NE Oceanic Pacific;317.3722222;1.479001814
2012;10;Alaskan Shelf;525.962963;1.432739842
2012;10;Bc shelf;160.2060606;1.727578552
2012;10;Cook Inlet;214.4242424;1.848632706
2012;10;N GoA;174.8333333;2.301565322
2012;10;NE Oceanic Pacific;174.745977;2.192683116
2012;10;WGoA;74.2952381;3.277666484
1978;4;Gulf of Maine;232.07;1.455826332
1978;4;MidAtlantic Bight;;
1978;8;Gulf of Maine;486.076;1.42073498
1978;8;MidAtlantic Bight;957.2426667;1.259058827
1978;12;Gulf of Maine;;
1978;12;MidAtlantic Bight;233.6944286;1.306655465
1978;2;Gulf of Maine;55.304;2.171874973
1978;2;MidAtlantic Bight;37.72083333;1.561484994
1978;1;Gulf of Maine;;
1978;1;MidAtlantic Bight;291.3231429;1.010547306
1978;7;Gulf of Maine;;
1978;7;MidAtlantic Bight;2280.988;1.041155439
1978;6;Gulf of Maine;384.7227273;2.123661314
1978;6;MidAtlantic Bight;667.2881429;1.125454642
1978;3;Gulf of Maine;45.994;2.235658265
1978;3;MidAtlantic Bight;0.893;2.129976105
1978;5;Gulf of Maine;705.2588889;1.608952135
1978;5;MidAtlantic Bight;1536.995;1.299555361
1978;11;Gulf of Maine;293.6190909;1.401134802
1978;11;MidAtlantic Bight;795.0237143;1.521106129
1978;10;Gulf of Maine;380.1658824;1.499933849
1978;10;MidAtlantic Bight;;
1978;9;Gulf of Maine;446.0333333;1.365765881
1978;9;MidAtlantic Bight;930.989;1.304207283
1979;4;Gulf of Maine;1007.77;1.562171991
1979;4;MidAtlantic Bight;88.8734;0.99335479
1979;8;Gulf of Maine;293.7909091;1.161658744
1979;8;MidAtlantic Bight;894.262;1.343623895
1979;12;Gulf of Maine;126.6754545;1.41746808
1979;12;MidAtlantic Bight;;
1979;2;Gulf of Maine;;
1979;2;MidAtlantic Bight;;
1979;1;Gulf of Maine;37.12428571;1.892251944
1979;1;MidAtlantic Bight;;
1979;7;Gulf of Maine;297.775;1.592696731
1979;7;MidAtlantic Bight;556.4616667;1.393143354
1979;6;Gulf of Maine;274.6025;1.248902843
1979;6;MidAtlantic Bight;;
1979;3;Gulf of Maine;37.34;2.062018082
1979;3;MidAtlantic Bight;89.7884;1.49109365
1979;5;Gulf of Maine;996.7909091;1.806770683
1979;5;MidAtlantic Bight;991.73;0.915767067
1979;11;Gulf of Maine;357.0633333;1.378299987
1979;11;MidAtlantic Bight;;
1979;10;Gulf of Maine;99.085;1.370109066
1979;10;MidAtlantic Bight;391.4232;1.35065245
1979;9;Gulf of Maine;342.4054545;1.169395549
1979;9;MidAtlantic Bight;620.2876667;1.33813741
1980;4;Gulf of Maine;36.95181818;1.766878435
1980;4;MidAtlantic Bight;;
1980;8;Gulf of Maine;;
1980;8;MidAtlantic Bight;585.15825;1.353699317
1980;12;Gulf of Maine;124.7463636;1.470287063
1980;12;MidAtlantic Bight;111.817;1.446597491
1980;2;Gulf of Maine;37.43857143;1.981959578
1980;2;MidAtlantic Bight;;
1980;1;Gulf of Maine;;
1980;1;MidAtlantic Bight;254.3646;1.512054546
1980;7;Gulf of Maine;169.87;1.721108545
1980;7;MidAtlantic Bight;509.7994;1.377960201
1980;6;Gulf of Maine;685.2227273;1.873841372
1980;6;MidAtlantic Bight;;
1980;3;Gulf of Maine;31.25636364;2.456728125
1980;3;MidAtlantic Bight;;
1980;5;Gulf of Maine;817.1236364;1.446785305
1980;5;MidAtlantic Bight;671.78775;1.313720366
1980;11;Gulf of Maine;98.71909091;1.815202713
1980;11;MidAtlantic Bight;;
1980;10;Gulf of Maine;;
1980;10;MidAtlantic Bight;121.7583333;1.723147128
1980;9;Gulf of Maine;;
1980;9;MidAtlantic Bight;1249.6584;1.350379737
1981;4;Gulf of Maine;;
1981;4;MidAtlantic Bight;237.356;1.031343473
1981;8;Gulf of Maine;363.267;1.630262548
1981;8;MidAtlantic Bight;1253.016667;1.15722982
1981;12;Gulf of Maine;;
1981;12;MidAtlantic Bight;115.8336667;1.305968292
1981;2;Gulf of Maine;39.56727273;1.994980472
1981;2;MidAtlantic Bight;125.2056;1.426956496
1981;1;Gulf of Maine;;
1981;1;MidAtlantic Bight;;
1981;7;Gulf of Maine;176.0062727;1.880101987
1981;7;MidAtlantic Bight;312.5161667;0.94557771
1981;6;Gulf of Maine;179.0890909;2.053910936
1981;6;MidAtlantic Bight;242.0449091;0.873845361
1981;3;Gulf of Maine;35.59866667;2.38914126
1981;3;MidAtlantic Bight;;
1981;5;Gulf of Maine;321.1527273;1.771163585
1981;5;MidAtlantic Bight;371.61775;1.122348519
1981;11;Gulf of Maine;275.00125;1.426977966
1981;11;MidAtlantic Bight;444.5293333;1.343739512
1981;10;Gulf of Maine;;
1981;10;MidAtlantic Bight;400.0984;1.369115983
1981;9;Gulf of Maine;331.4917273;1.368719957
1981;9;MidAtlantic Bight;349.8796667;1.317563844
1982;4;Gulf of Maine;;
1982;4;MidAtlantic Bight;198.1218;0.882886594
1982;8;Gulf of Maine;390.5127273;1.469906419
1982;8;MidAtlantic Bight;402.6042;1.008137414
1982;12;Gulf of Maine;63.08444444;1.992839818
1982;12;MidAtlantic Bight;131.9718;1.29141168
1982;2;Gulf of Maine;;
1982;2;MidAtlantic Bight;95.9705;1.26629002
1982;1;Gulf of Maine;;
1982;1;MidAtlantic Bight;56.908;1.389704344
1982;7;Gulf of Maine;522.1308333;1.070679094
1982;7;MidAtlantic Bight;;
1982;6;Gulf of Maine;3414.508182;1.591591886
1982;6;MidAtlantic Bight;764.04625;0.986464398
1982;3;Gulf of Maine;;
1982;3;MidAtlantic Bight;115.7223333;1.137668001
1982;5;Gulf of Maine;487.1116667;1.558057363
1982;5;MidAtlantic Bight;510.2034286;1.123233485
1982;11;Gulf of Maine;144.4566667;2.149578287
1982;11;MidAtlantic Bight;510.7368;1.22715234
1982;10;Gulf of Maine;122.4145455;1.794526839
1982;10;MidAtlantic Bight;527.4558;1.369061285
1982;9;Gulf of Maine;319.5175;1.733953755
1982;9;MidAtlantic Bight;622.7534;1.463520791
1983;4;Gulf of Maine;93.07588889;1.982661333
1983;4;MidAtlantic Bight;296.79;1.129289418
1983;8;Gulf of Maine;236.6702;1.54740114
1983;8;MidAtlantic Bight;299.7375;1.05448593
1983;12;Gulf of Maine;25.58283333;2.237831604
1983;12;MidAtlantic Bight;826.9;1.111079057
1983;2;Gulf of Maine;13.20881818;2.446950775
1983;2;MidAtlantic Bight;192.0433333;1.212654648
1983;1;Gulf of Maine;19.11281818;2.303736396
1983;1;MidAtlantic Bight;114.2766667;0.983266657
1983;7;Gulf of Maine;254.2284545;1.524600564
1983;7;MidAtlantic Bight;342.17;1.724846772
1983;6;Gulf of Maine;129.1016364;1.510481258
1983;6;MidAtlantic Bight;89.66833333;1.01508335
1983;3;Gulf of Maine;4.2854;2.725554976
1983;3;MidAtlantic Bight;112.095;0.903657173
1983;5;Gulf of Maine;263.9482727;1.422100004
1983;5;MidAtlantic Bight;363.318;1.0570972
1983;11;Gulf of Maine;61.5651;2.16873117
1983;11;MidAtlantic Bight;312.014;1.091011478
1983;10;Gulf of Maine;242.9716667;1.740347343
1983;10;MidAtlantic Bight;239.4425;1.236019607
1983;9;Gulf of Maine;222.735;1.364162642
1983;9;MidAtlantic Bight;308.096;0.97666606
1984;4;Gulf of Maine;88.2549;1.679840687
1984;4;MidAtlantic Bight;232.4032;1.461048837
1984;8;Gulf of Maine;173.1780833;1.738451761
1984;8;MidAtlantic Bight;;
1984;12;Gulf of Maine;48.58033333;2.253838955
1984;12;MidAtlantic Bight;460.093;1.224778684
1984;2;Gulf of Maine;15.13966667;2.67134475
1984;2;MidAtlantic Bight;195.5944;1.215529989
1984;1;Gulf of Maine;11.6508;2.416423111
1984;1;MidAtlantic Bight;133.1862;1.488778745
1984;7;Gulf of Maine;130.8464545;1.559335182
1984;7;MidAtlantic Bight;424.603;1.083306283
1984;6;Gulf of Maine;469.4135;2.209280221
1984;6;MidAtlantic Bight;39.306;1.582788382
1984;3;Gulf of Maine;;
1984;3;MidAtlantic Bight;;
1984;5;Gulf of Maine;;
1984;5;MidAtlantic Bight;489.1376;1.082684761
1984;11;Gulf of Maine;190.1148333;1.759364125
1984;11;MidAtlantic Bight;296.573;1.077818788
1984;10;Gulf of Maine;209.53025;1.78105253
1984;10;MidAtlantic Bight;212.0488;1.201210471
1984;9;Gulf of Maine;;
1984;9;MidAtlantic Bight;182.5884;1.14195597
1985;4;Gulf of Maine;60.08163636;2.026387687
1985;4;MidAtlantic Bight;;
1985;8;Gulf of Maine;265.9341;1.528469164
1985;8;MidAtlantic Bight;381.413;1.266451671
1985;12;Gulf of Maine;53.9041;1.805867045
1985;12;MidAtlantic Bight;109.4058;1.790867508
1985;2;Gulf of Maine;20.19736364;2.386242443
